Case	MYCL	MUC1	CDKN2A	NFIB	FGFR2	WWTR1	SMO	FGFR1	MECOM	MLF1	PBX1	PAX8	WT1	ERBB2	EGFR	ACKR3	CDKN1A	NDRG1	EPAS1	FGFR3	PTPN13	LRIG3	SDC4	ELF3	CBLC	GNA11	PTK6	FAT1	MET	ERBB3	CDH1	PTPRK	ALDH2	AXIN2	RNF43	FGFR4	WNK2	ETV4	CCND1	FKBP9	AFDN	ID3	FBLN2	SFRP4	ELN	CREB3L1	PDGFRB	CDH11	COL1A1	COL3A1	TNC	PRRX1	MYCN	GATA3	CDKN2C	BIRC3	CD74	LCK	CD79A	CARD11	CCR7	PRF1	TENT5C	IGF2BP2	GATA2	LMO2	LYL1	CCND2	KLF6	JUN	CSF3R	PER1	CXCR4	TNFAIP3	CIITA	SH2B3	PIK3R1	CYLD	CHD2	KMT2C	KMT2D	MDM4	RBM15	PTPRC	LYN	CDK6	MYB	TEC	CHST11	RUNX1	GAS7	FES	JAK3	LCP1	VAV1	IKZF1	FLI1	CSF1R	KLF4	MAFB
TCGA-57-1583	0.3814250936376308	-0.2856362156661384	0.7349098863294475	1.0414611733896795	1.285601327669372	0.633674474194333	2.3644259370940497	-0.18126464067488354	0.6118734736316489	-0.02948722499053535	1.2598614819027958	2.2084872039255496	2.1426446609699608	-0.08920387442342476	-0.23546203918846423	0.6010050179821415	-0.6609544374996539	-0.15102986338689817	-0.4212405488574531	-0.34719442996552524	-0.5178875296711883	0.059166943919132825	-0.054257839841734906	0.3301520874705998	-0.5525858995986266	-0.13210079237356506	-0.6417648655619472	-0.4204353022362179	-0.7526857453120098	-0.5407608358731291	1.1245470754851825	-0.6435150634388234	-0.04678329131569292	-0.13055141914367896	-0.3103348292053115	-0.43911477892979317	0.6615996780473167	-0.6660266294601772	-0.71485448043474	-0.11483204761977592	0.1351251302540658	-0.43261010362048297	-0.4286825452834366	0.025999835991881267	1.473729292532807	-0.31826672144942847	0.06453437445163156	-0.3287938218743422	0.10395956031887574	-0.04965295779192118	-0.271089690058732	-0.12909867336418346	-0.2517539880708674	-0.22387849512867328	-0.3606494689723462	-0.4599966135042618	-0.24511681922293618	-0.3849594907222318	-0.20737072113307728	-0.4599172363116436	-0.273652046121941	-0.37084136884965246	-0.09140519667188805	-0.7130346057724543	-0.32828264363806653	-0.4174146342000795	-0.43573013591779775	-0.6414555341704566	-0.49219574753715467	-0.44662942827383667	-0.42317517083809447	-0.42953276596123213	-0.08714598572487871	-0.3583702983245808	-0.3666264149595605	-0.509040131574076	0.025105903275733914	-0.3535919078830798	-0.3768465778664618	-0.3922959614285944	-0.26347870414029145	-0.49097449527796666	-0.5394291646024281	-0.5775633824157664	-0.6740900854532293	-0.5140978370729804	-0.535440877974559	-0.07789947895222765	-0.6632740179512998	-0.6682929064622252	-0.5681737201918249	-0.4889925450595011	-0.5818925858467632	-0.25730523265028976	-0.6667086970446363	-0.5783362321729137	-0.6029718792186821	-0.6195824434354403	-0.49781082511007535	-0.1879870815020227
TCGA-29-1762	0.098101423836061	-0.21900588659765996	1.889367575247381	1.340521139897691	1.5614448659857267	0.673365898643672	2.7700558810492346	0.9559277086247392	0.7312730420847641	2.476525756901979	1.094733911883987	0.9342050092945169	1.8839545279723522	-0.15090435090888604	-0.20293291240085667	0.3157152096956551	-0.4763618435203731	-0.5172513098791447	-0.5095413626300735	-0.23385786329897318	1.0629614234316793	0.1602170913305811	0.31794142315974455	-0.10961529557969694	-0.3224674024195105	-0.24855189783426115	-0.6556765141948058	-0.42945445351533723	-0.2058004896010733	-0.339871210954231	-0.09418292323817982	-0.6983559457441161	-0.2570613332126343	-0.20493637238188742	-0.37568047888153533	-0.053347602674589954	0.3909855988434345	-0.5728312240599376	-0.38651272900807027	0.516257428965224	-0.3993001140936101	-0.1366250516686069	-0.5348590510161962	-0.29605083931308496	-0.041941358630997225	-0.20566955994178793	-0.29870970035893846	0.015338101824484682	-0.258758454223965	-0.37333868966386075	-0.3374730965309384	-0.31423378765308574	0.4951013383600213	-0.2335746351366243	0.018342864525595092	-0.4774349342013399	-0.7040516924480692	-0.36029467434938267	-0.20760980314357655	-0.46449661828242217	-0.27579850603133427	-0.4040024615841005	-0.07571155627074354	0.11534321424364422	-0.3401516971104275	-0.4221683314045901	-0.3692955787074648	-0.6424541750347688	-0.48666519770175876	-0.18139941566201329	-0.3758578209263406	-0.4345841975367026	-0.04234285334550438	-0.4075205929594201	-0.6189704248430388	-0.4249216313822625	-0.44742607350780245	-0.5788010286269869	-0.4735310005340856	-0.38421613494427415	-0.4936246454403144	-0.5322163161632175	-0.5465775674902235	-0.5654415815071314	-0.5763843663738506	-0.48736583936213024	-0.5661094278750528	-0.40759541795039317	-0.4439087016800711	-0.6303123762472792	-0.2518091167283749	-0.32682923618558546	-0.5175813555251839	-0.4950223181155604	-0.6300887501542083	-0.572343828043341	-0.5539895892353621	-0.3373599907480057	-0.42087480962329793	-0.38731607982129956
TCGA-09-1669	0.01988583100683632	-0.4260064906849331	3.1696058029379484	0.7595898216951728	0.31260066184192187	2.1821622833034224	3.283716162075393	0.8163619405316304	0.39884367993302694	1.6949618885196556	0.7959330867085128	0.6822633831543199	1.6442502031348745	-0.12380380696620626	-0.20717419552101038	0.07807511901585447	-0.5986755757986836	0.3501662068949034	-0.44078398852543754	-0.3070885758054923	-0.28887310933925014	-0.25522297939532534	0.4234154722690623	-0.29390173837089384	0.21756322889708749	-0.3547996146523887	-0.6196478433342589	-0.33232567491242726	-0.3224859669755826	-0.025781512829112386	-0.4725373885492624	-0.48109808179917257	-0.4982475344302518	-0.0680722816654809	-0.3760765762954285	-0.3677738223543873	-0.4677185513692028	0.7944016844527996	-0.4250065820495676	0.13105816418626223	0.8730413645823474	-0.15163248492352252	-0.3813292969387964	0.20116735066063846	0.025165935061915227	0.09174864018854686	-0.32249623863495536	0.13625119475730169	0.17976178099535225	-0.24556249345070935	-0.3145022540155801	-0.29981461851529206	0.17730484319698853	-0.20361649029855894	-0.3207577045888083	-0.42876175561411056	-0.250298956402108	-0.17856884337241385	-0.08018768355721854	-0.17662697308591674	-0.22456911876418015	-0.3108772220863914	-0.07226466284017759	0.8930720553420334	-0.34019699884123805	-0.3446317162305771	-0.3560607115718693	-0.5894705574133552	-0.4983192129927301	-0.1869117732928914	-0.40311431534879777	-0.44511636699496343	0.08081207857826173	-0.34073072390323195	-0.3956585770775697	-0.4692634564388902	-0.4556980072189137	-0.4891952776678727	-0.3949963298432375	-0.3598597106343035	-0.512353593802587	-0.39316491549349036	-0.5332750065832905	-0.5118189805549963	-0.6789761475886337	-0.48107070864245444	-0.24452336434715857	-0.35391490686425015	-0.549999116225719	-0.3828914733544712	-0.44003137129399633	-0.23086534007776896	-0.5157977122494458	-0.4065556655096366	-0.6130450980905264	-0.5294004944317485	-0.5212196500951258	-0.2609967696146551	-0.46339527380639045	-0.2691170083107761
TCGA-29-1763	-0.09414086796072751	1.0588611759752624	1.3716473464662517	2.3531964687826425	0.2995133532478905	0.008621581714716546	0.9716616432892796	1.1099339871504823	0.5819462251410115	0.10459943597317656	2.5126804731356858	1.6051869083133963	1.1641252065257577	0.01943837134228852	-0.09334497292395617	0.3461400773770796	-0.43378469879404136	-0.4468528534892897	-0.33159077712795165	-0.07788142734121023	-0.3008894828054385	0.755639119780551	-0.9027820708008001	-0.42635724456112584	-0.44462052949353753	0.38934310234333624	-0.6504006394637816	0.22789911850723396	-0.3255606276196554	-0.8478908031494001	0.0007717910898903884	-0.30461213661021164	-0.7175738841400965	0.12204192085391473	-0.37013511508703045	-0.19590969560945382	0.1679695772277616	0.10699765149291965	0.1243664061587224	2.0504780823512507	0.5461716284693408	-0.25211359457977883	-0.2884818537030466	-0.37487764893593917	-0.20070338837767138	-0.0584566954679814	0.32245398151945	0.10217821149185229	-0.06916827956788543	-0.24312283491033254	-0.21081364262416374	-0.23060093583474717	0.05165370369529882	-0.2204641793976319	-0.7457193160068395	-0.43854548120324055	-0.03565889551394814	-0.3115384921410887	-0.20623582871448856	-0.01366985699484073	-0.2607079951094022	-0.3184594794247885	-0.08069834233553387	0.5106447248794015	-0.2979862399713883	-0.2890137592345316	-0.38041224256968736	-0.445217966682055	-0.36441562148471185	-0.10416152062521704	-0.386065422971707	-0.4307596667278369	-0.09353823282729651	-0.35610878519682915	-0.5144321840236151	-0.361737129236405	-0.5276226795736372	-0.4627067590510139	-0.36887523355054486	-0.09711651098497359	-0.1701905870843484	-0.5109420839554535	-0.54184583278683	-0.532104608259178	-0.5760079183777154	-0.3660485670977608	-0.5987489759477389	-0.24268888789376183	-0.5652526901848272	-0.6247377385979374	0.024934188383385708	-0.47040105890624656	-0.5271412125542223	-0.31754674388189913	-0.5498388630112998	-0.5265714911428989	-0.45918738434799505	0.5989537857694945	-0.4617633152258967	-0.2907252078291274
TCGA-25-1315	0.6969800963634123	-0.2638376893864411	0.33828301646706843	0.7563138416788828	-0.18846405349885398	0.2454769241053851	2.3335601265023427	2.555689992289718	0.03640004336612385	2.1521278966868933	1.854900075738941	1.378098133794775	0.47871713958705203	-0.13043247537721012	-0.13370532604413327	1.3714620953479701	-0.49880484352628734	-0.5302751305089696	-0.7002971782984909	-0.22931789123564383	-0.5139668698353959	0.30969617927840065	0.010410996814895768	-0.6676166651862906	-0.6862314943095521	-0.21992885593777392	-0.6535383965406539	-0.6582007370913104	-0.5768235801988398	-0.08722177220411531	-0.005993743089430809	-0.4136076103159525	-0.6084979394997228	-0.27870026063522324	-0.3644333970501993	-0.34519370265899724	1.084182810222381	-0.16105108448176306	0.20570729257296644	0.7696488535568385	0.5497059921685261	-0.0009843625191701551	0.6017381692880344	-0.3687117676518326	-0.35018781334496135	-0.36242155322487396	-0.5218368198580897	-0.40438620196656405	-0.3229203440198036	-0.44922909342488826	-0.3057025184696756	-0.3147517415850343	-0.0037382048087122293	-0.23439699869857752	-0.6199253656110122	-0.4945992649169256	-0.7391876667341297	-0.3464029961623757	-0.2079867308757543	-0.40128456436544946	-0.2788019176155804	-0.3980224074332814	-0.07108347131092266	0.1582523586525102	-0.3309484762588405	-0.3859105044638065	-0.3749475903902241	0.38575635251659834	-0.5310140149091536	-0.4358412409833313	-0.4285045738036919	-0.39438848769651597	-0.3920193214182649	-0.3936460275405731	-0.6840713367174573	-0.5426717324069932	-0.2090071160679369	-0.4297076453644675	-0.40353616017224553	-0.3420468826415685	-0.42689892396054285	-0.43195854868121797	-0.5994249480272038	-0.5846413933041827	-0.5594830156195333	-0.3746349296660245	-0.513619112496716	-0.3067638979447671	-0.4804695877252759	-0.48571322184555343	-0.23682556399386734	-0.2966264092441502	-0.5514646911527363	-0.6180817002661084	-0.6429845536110351	-0.5706250246267113	-0.5868561948627378	-0.7357952565343281	-0.2730020316969737	-0.517846055823683
TCGA-24-1424	0.23536767170181505	-0.2208654187003492	1.6976335736447146	1.2598826861912729	1.2892722905779053	0.8003237443917153	3.1362811733873426	0.32475598876684403	0.5190941685370878	0.576085717908354	1.2614235814354862	1.341729206903778	0.5072768983781936	-0.06371789448852935	0.003693312749203729	0.621001911407266	-0.4453258864519135	-0.3722702076564413	0.6299530348195971	-0.22084903332672665	-0.46337240073305125	-0.11079264230702196	-0.4651100180700763	0.05861874925975286	-0.5857867888741766	-0.30947627504672515	-0.6328028204596416	-0.6292448859972364	-0.2771915826381052	0.42517949534245136	0.2583559717424994	0.03617809020672236	-0.6739451604535653	-0.15440031456279227	-0.28373376077753626	-0.3843629312523802	0.3808591165802319	-0.5709789364356136	0.5668500675817282	0.9108760248676266	0.451833570731914	-0.2144131766292234	0.47373707754043387	-0.23705766737714049	-0.34310997936777143	-0.20685651778521388	0.2403192001387973	0.18736934845916	0.2911998583874046	0.20752448368223972	-0.22557353968488855	-0.09316770785917151	0.5356126321732312	-0.2194825098053527	-0.6355776079203332	-0.46567619749561784	-0.6055336208934258	-0.35834880848088724	-0.20145045284808913	-0.4499739821438946	-0.27000388042042467	-0.33658581337439414	-0.08987698050592441	0.7937808986571133	-0.25438506644050746	-0.36388674243103303	-0.4141681797468295	-0.5846968685759004	-0.3611931750283303	-0.2637137661171832	-0.3993653071456048	-0.4485835057510349	-0.2838145940258298	-0.33242673038726905	-0.6245722472714815	-0.4193503190919783	-0.5239250596018354	-0.4948362810615857	-0.41238949381729645	-0.19551497680816587	-0.2359817057568102	-0.45811500491005436	-0.5579351822307307	-0.538094108908188	-0.6205607327656749	-0.1401693750698142	-0.5641066394097607	-0.12907164615670907	-0.3606717254765869	-0.5275259475301104	-0.41625245776804537	-0.41220618143934473	-0.5727389050092295	-0.563729897780721	-0.6322918909251392	-0.5497920571449934	-0.48948542331709677	-0.17518808687386503	-0.26663306059964886	0.32184559300204524
TCGA-29-1783	0.21386228442292193	0.0836569261575751	0.22948749455711215	0.38216676835398244	0.7589702020129534	0.5562563010672696	1.3390184487140828	0.35975076181289506	0.4224277054802531	0.7397734325753079	1.044868054956926	1.177220690652957	0.020030262905376156	0.23763836295825216	-0.11165822753919136	0.6836373677621356	-0.6333809911670366	0.03677944441933774	-0.6223734703697801	0.4525779419866247	-0.4975809060178663	0.29970385986894155	-0.1366308716617018	0.12966641687892816	-0.23982467930559373	0.045669296490191566	-0.4700490269479801	-0.6992315238963179	-0.1801081198355338	-0.08882159320450918	-0.29012245503916645	-0.12403964103331365	-0.21977635001284618	-0.07199120172002789	-0.44165154552706415	-0.3313364946846175	1.4456659084582992	-0.7136444009345416	1.0403059820731362	1.1079227232844775	0.9999839274447604	-0.29273630001820583	1.3090834548201407	0.25479433358401266	0.021123499107233584	-0.20830427199987142	-0.25357177961569044	0.1431248072754462	0.08868006303924665	-0.159985546383294	-0.2581389843693671	-0.1587974834944595	-0.17178813011654967	-0.16553804348225398	-0.6449818841857908	-0.4009631887418452	0.1765310475050927	-0.29259529461335193	-0.187253090646488	-0.25235260280604765	-0.25430534188157317	-0.3268259136754157	-0.08256891255090197	0.38131381445718854	0.053617916591816354	-0.3367879656947707	-0.2613765048090345	-0.29928654626245293	-0.4716997532120206	-0.06842015565971418	-0.37606098079116396	-0.3491064787635132	-0.4543642822373452	-0.3375310931826681	-0.4953685210600062	-0.3809290527677124	-0.3571445071640377	-0.4994564594443721	-0.38895616595414473	-0.32599885885461927	0.13436695404503263	-0.5140884061023667	-0.5175557774919558	-0.4851908946736803	-0.5194204108349596	-0.2605079804641838	-0.5925135370297205	-0.48315805737383294	-0.5039999370651205	-0.5083296504081422	-0.1686634348960995	-0.382665634501831	-0.5050134400344222	-0.49829842981673217	-0.5062347660523199	-0.49452282977134443	-0.42482935291904106	1.2099532926339214	-0.46583887904373134	0.806816281501421
TCGA-25-1312	0.7096631035790945	-0.4686763913430807	0.49638254449701774	0.5252818618689769	0.13031237350812797	1.6807471832109555	1.2668115826662125	0.8008450652784357	0.9252344887644726	1.3693153702869991	0.34770151691554063	2.0027085236585425	0.5933012761943527	-0.02163474386344367	-0.1943064454832583	-0.1310292297535904	-0.6673790782940803	-0.2534150674983166	-0.5150424789810617	0.0009486947474400453	-0.05934990108968999	-0.023851950422614503	0.264376326940294	-0.004377248899585839	0.3143360351711254	0.008985013842945649	-0.46510636535786276	-0.6771776524195983	-0.3344982028069463	-0.433690013187526	0.1648117321843609	0.08627732626036276	-0.5527772359023464	-0.2962329251581807	-0.39671533628249556	-0.2785736625919404	0.1662279659165371	-0.45279075391566403	-0.08148848096620134	1.1488083290457398	1.3541566231339752	0.004098930705031132	0.5088837107562333	-0.24710776826585143	-0.2570475177884191	-0.34472752249977495	-0.40011086152086817	-0.15096513437840345	-0.21627909413185298	-0.3742057913067556	-0.2935413267663332	-0.26268901732852784	-0.1718147145108164	-0.2178119492711231	-0.6726833554602294	-0.3547445037388199	0.0005269216138293519	-0.34343909450837606	-0.20619884571598948	-0.30170532939363065	-0.27444778696287575	-0.3769398957713841	-0.08481406386807415	1.3686982965148027	0.9328896641391194	-0.4039763556213147	-0.22864584046937259	-0.5952428871151221	-0.5033921372958589	0.0924419419668495	-0.39706440356028044	-0.3675034526030825	-0.464596129650284	-0.345285666674651	-0.4413589680695197	-0.4022538742131361	-0.286078636867281	-0.5278127097478893	-0.38622659708246476	-0.22548475425461156	-0.2988152984403511	-0.5030409001532351	-0.5364101436873795	-0.5470177374054984	-0.6302746434288338	-0.30981552012035496	-0.5652056752569278	-0.35119184093824396	-0.6339130034268843	-0.3917214168328374	-0.2958472658349651	-0.3948010817679354	-0.3457217336269222	-0.566118519122873	-0.5428676345894982	-0.5462474430951345	-0.517656799569133	0.10775669825406856	-0.4625143050151505	-0.12229262280129152
TCGA-24-1850	-0.23821448033205167	-0.26954437904928635	0.4013936732318104	0.565032247003876	-0.18772551658234432	0.2412491407993777	1.0472630485972358	2.1559194870151215	2.1203131625786473	0.7506184203922477	0.05504292776666607	0.9035659358109438	0.15264333549068054	-0.06173265245738614	-0.15991039675079732	0.46905654281003434	-0.20546130463808357	-0.067282355906072	-0.24189494341943465	-0.36361737206732736	-0.3857972076462263	-0.05725484673423532	0.4568024948703063	0.1215727960337406	-0.0830480423385351	0.1597668578855438	-0.6482833476309364	-0.20021416321828545	-0.17147379884875413	-0.22088834527843343	-0.019529124826574668	0.12508395742520015	-0.3684531153188334	-0.15013359811671653	-0.032065972329179564	-0.17906896425797025	0.39831113920404915	-0.4630351276869836	-0.5239177955685922	0.25539333501567996	0.5531814498060585	-0.1510279851887526	1.406357549864108	0.4674775706103135	-0.22448662464814798	0.1100612264095157	-0.01919997005832166	2.0738809053645877	0.6870187455851998	0.32828368131317665	-0.05789682696530003	0.21746263168345986	0.4946228192632201	-0.15444689931685354	-0.6018280114726723	-0.4438197883469722	-0.31772088520340935	-0.28951541419897836	-0.1665747381321497	-0.23893335535964358	-0.26352777419189405	-0.29292013495237507	-0.0783532404500499	-0.3237151825757719	-0.04259250540419467	-0.405615975756288	-0.35257374303830696	-0.6391521674710371	-0.400706960570402	-0.463293661115617	-0.40530418970567217	-0.43392171470713264	-0.3079648153956961	-0.3122520727017471	-0.6031381026566385	-0.42488005442487237	-0.07555881850497734	-0.5010141627943786	-0.477255419928675	-0.4701015010674073	-0.575187186486128	-0.5486743640951219	-0.5793803908941167	-0.5415428542211582	-0.40802673214353097	-0.4906098321929828	-0.6016509755607132	-0.2817194994998502	-0.002978108395150476	-0.5125680232777581	-0.08893007699773192	-0.35743705449632546	-0.5651981557147725	-0.2818640458456467	-0.4772256690978348	-0.5312931845753525	-0.5531057813529453	-0.040817710976788	-0.2899166324887806	0.8302588304483136
TCGA-29-1698	0.9414656786911603	-0.17164794343132672	0.5146633305102533	0.5235547761700121	0.6800879428275182	0.5307279506930548	0.7812058271400747	0.12964118501426855	1.396576565558051	1.4528968705959762	0.6940326327264801	1.828958399280351	1.0219904714068266	0.09641252383051134	0.09429393654355889	0.1644260637346896	-0.46366082287293026	-0.08267836769536029	0.08824442074973883	-0.32113691657204907	-0.43675082116101005	0.18469451737269987	-0.16414788832847885	1.0156047623005753	-0.7246499408227305	0.4913206164560796	-0.6457495393719577	-0.19427902532647062	-0.6482483681470398	-0.1304271291574302	-0.26833126685049513	0.07418924782276275	-0.37915559275018335	-0.2589752367156649	-0.3721989910857372	-0.32444084125681333	1.018181127953706	-0.5867758044770174	-0.6278234819021213	1.3968849674095218	1.8862698045617672	-0.10583112400327004	0.7708138194145783	0.44106233859337945	1.5526567832310163	0.34495182476545966	1.08349587794369	1.031296218742473	1.3526807119074291	0.9629599184885973	-0.04054625350298289	0.16186612495575603	-0.12311210421417076	-0.20887789486770467	-0.5411880625784685	-0.39778376333160864	-0.49741157895138116	-0.3156750679277578	-0.1999109888398587	-0.3479328510150834	-0.22551584632877944	-0.35754421070485937	-0.07197321819238989	-0.7903467398329425	-0.3125803667894293	-0.39515363775217255	-0.38690216758663104	-0.5393684669917523	-0.15613062922709642	-0.08373429521426598	-0.4067593812955694	-0.3744660599730687	-0.34172466766454085	-0.17283047230120185	-0.42405445201551084	-0.3811909875992705	-0.1883839388703719	-0.5169239096313387	-0.3945532451565636	-0.11484960384792912	0.039006724186041127	-0.5185508060288733	-0.5294431723449596	-0.542246074945131	-0.5943917756735138	-0.49553482929465886	-0.49216974759518606	-0.34270056009370864	-0.45672385761344186	-0.32702736428134066	-0.3236519547885602	-0.4468686780474756	-0.560824403391758	-0.551810064418537	-0.45671255488169005	-0.5231806999669019	-0.4821801987889952	-0.08739436841872691	-0.40466787228674933	0.5894094783972949
TCGA-23-1114	0.18019547581384224	0.04694118803816963	-0.0013348389743721124	0.22856579738098876	0.026515354227499472	1.359895734255348	1.555405745190334	0.9983967589847594	2.0367876141256174	2.409307788935148	2.041184236516037	1.8082768132972353	0.9451008242036528	0.0003919891487642474	-0.12499933506803203	0.0331735822677131	-0.18735648155321338	-0.4428027386445649	-0.18599544174282617	0.1907773144956316	0.08065656235944849	0.7106962215043219	-0.031770123896349256	0.5574476898289843	-0.3533767190247388	0.022500275870878356	-0.609401539251375	-0.43599651395019134	-0.6393192166875408	0.07864501973163572	-0.24248981624908383	0.46011869915378	-0.6698428197998176	-0.056209940454411515	-0.05067212716600519	-0.15742344224697416	0.5778407423064653	0.6062372208799723	0.1545886731026398	1.48359990060047	1.5374575604829837	-0.1649072344466913	0.3180746734635124	0.0445165201363802	0.4398084470495401	-0.010704211186828015	0.41729772965379935	0.8485726859684616	0.29454983317156136	-0.12514645712059558	-0.31148871927571137	-0.16171306288558923	-0.07342587132965621	-0.21167220875099071	-0.7548120756210038	-0.44439630893302945	-0.7310285266644104	-0.27450905125948893	-0.2073419565786891	-0.4520787120190435	-0.26845320596116723	-0.39763878131794583	-0.08733618101239068	1.194743600127928	-0.31722205182324753	-0.41757078849864837	-0.4273145715614242	-0.510506818482918	-0.20530721420247675	0.2642192821746702	-0.2282409182161224	-0.05173885707999452	-0.07374423572999804	0.02169499282805698	-0.6611026171389207	-0.4999347779056265	-0.6170275521498941	-0.5338015498119921	-0.2821811165541542	-0.3830147923222634	-0.09497965590663318	-0.2832747794597714	-0.4493375164307617	-0.5791880647780485	-0.7409775206428183	-0.41623402850496133	-0.4729275373288759	-0.20346307442917846	-0.559291258102977	-0.4884092979209479	-0.1064134445692147	-0.25206782941195216	-0.4881012052780014	-0.6029229925604737	-0.6538904234683115	-0.5751594554301157	-0.5616538607156956	-0.592481191946494	-0.11317407401018345	-0.22821174397074745
TCGA-09-2048	0.16310350756606526	-0.26224305782696533	0.11150430347994476	-0.0867507059442607	1.3189115147713588	0.07376674859757631	2.1272981223895084	0.09698858181775641	1.7549203141249443	2.946152149622174	2.305846362195521	0.0017777626943025497	0.7849319242969794	-0.02794746523440337	-0.178867417553913	-0.30824911261427984	1.6102672790361143	-0.6280991433367188	-0.794546567646821	-0.1426665297840524	-0.29952772690827395	-0.26734899708469906	-0.35040084516520986	-0.706424693163344	-0.3335599983152791	-0.16746032566666516	-0.6174472482161869	-0.4077675584599901	-0.40732132956861494	-0.33265673153844166	-0.6469661017641636	-0.42457266727289816	-0.6453859219910836	-0.14091078309135627	-0.19032773641182535	-0.27969398161105363	-0.5516211251563407	1.8962507047522632	1.2026725433420582	0.33930530361171346	-0.5385540438415192	-0.36548153949090234	-0.42902629478993837	-0.43504814560497856	-0.3594439917853631	-0.14852171920985444	-0.1960511711650212	-0.36189477912712453	-0.2370732932091411	-0.3735049965701925	-0.3332819816085277	-0.2604835360699082	1.0384797110733741	-0.22721100506035805	-0.7889260877739512	-0.4755398368293498	-0.6931654257967892	-0.3437999173184282	-0.20671548699805276	-0.3998941670539874	-0.28113201002672783	-0.394039465706415	-0.08487338032683862	0.7040208500616724	-0.27165548012489404	-0.4212073818749354	-0.41585961970713964	-0.647870951487632	-0.5756270563822027	-0.440587499167503	-0.42336888140687945	-0.42667362953887783	0.10482339967849674	-0.40547451631410053	-0.6877019165096108	-0.5557310547232489	-0.673469931848493	-0.5889336620687771	-0.4787309755361835	-0.5833625950814938	-0.6668458973319586	0.07756167125706097	-0.5676381412774133	-0.5733413637396538	-0.7570134290967424	-0.38141363695675917	-0.5222706136903249	-0.5159324494151544	-0.5101459812372473	-0.7116714754569459	-0.49919876786485656	-0.5108287267715373	-0.6135154626694199	-0.5362875166968356	-0.6741321831026994	-0.578650565871675	-0.602391880295846	-0.6995462987950946	-0.5206640220815194	-0.49607407510635493
TCGA-13-0800	-0.07963453914532158	-0.42558735528596703	0.3779165330563446	0.24428776005330927	-0.20934944306426664	0.257327152018988	1.2389786937501834	1.1933049006917875	1.7093283992191752	2.707579881397992	2.1946339750768655	1.3128939239665656	0.3372098616367288	0.0995831892048121	-0.21368380773846057	-0.2857426647437986	1.1203513532257536	-0.5234970622044252	-0.625387239853934	0.17434108791083502	0.035464223794207134	-0.19638099021120173	-0.5663644620525631	-0.5532631817749467	0.6577566522311803	-0.6323205112676651	-0.6477835279195762	-0.559399392875606	-0.7370260353467187	-0.16253563853476397	-0.06117048087832306	-0.6806215648621146	-0.16589177469194585	-0.30715745824209234	-0.23092772133587888	-0.30957115245767347	-0.24762915494661872	-0.3564805346565967	0.08530734618283076	1.1607965686573913	-0.3569761087958636	-0.40785309175558876	0.2591181254504227	-0.43682841292375557	-0.36956436589805536	-0.26478674763084226	-0.6034782036565701	-0.23789203208261633	-0.3190567373094596	-0.4801359319274036	-0.27047948941868755	-0.3176840291675172	1.9950892313180297	-0.23418172027921805	-0.7797745514331278	-0.503150035589339	-0.7490603466381935	-0.34730505318750604	-0.20729488730787204	-0.3772396200342026	-0.2584554364212176	-0.39754851634963156	-0.09380494442883222	1.3381604346160496	-0.3295789700889527	-0.41269997557021115	-0.3690197438831681	1.1493888863728923	-0.5633456219586983	-0.30062625851556113	-0.42884711078508	-0.3136701850410261	0.9581763403789076	-0.4223047790818689	-0.6856807689964531	-0.5740623352365796	-0.06883153571757036	-0.5267918847369627	-0.4198299725180475	-0.5030267939910124	-0.29069286220050783	-0.467086976009648	-0.5498796216160579	-0.5901162764885228	-0.7472917566192303	-0.42719221901698956	-0.5694610330618682	-0.3546957142982304	-0.48101573182567764	-0.6680515546738166	-0.19738830109029887	-0.33986519367284956	-0.5314031192592863	-0.31206199140089413	-0.6557576014237337	-0.5812388029231756	-0.6325656337814829	-0.7856803068335139	-0.44054207683494634	-0.5258240200049574
